error,participant,block,condition,colour,category
0,cj,1,Correspondence,purple1,purple
0.5,cj,1,Correspondence,purple2,purple
0.25,cj,1,Correspondence,purple3,purple
0,cj,1,Correspondence,purple4,purple
0.5,cj,1,Correspondence,red1,red
0,cj,1,Correspondence,red2,red
0,cj,1,Correspondence,red3,red
0.25,cj,1,Correspondence,red4,red
0,cj,2,Correspondence,blue1,blue
0,cj,2,Correspondence,blue2,blue
0,cj,2,Correspondence,blue3,blue
0,cj,2,Correspondence,blue4,blue
0,cj,2,Correspondence,green1,green
0.25,cj,2,Correspondence,green2,green
0,cj,2,Correspondence,green3,green
0.25,cj,2,Correspondence,green4,green
0.25,cj,2,Correspondence,purple1,purple
0.5,cj,2,Correspondence,purple2,purple
0.5,cj,2,Correspondence,purple3,purple
0,cj,2,Correspondence,purple4,purple
0,cj,2,Correspondence,red1,red
0.5,cj,2,Correspondence,red2,red
0,cj,2,Correspondence,red3,red
0.25,cj,2,Correspondence,red4,red
0.5,ck,0,Correspondence,blue1,blue
0,ck,0,Correspondence,blue2,blue
0.25,ck,0,Correspondence,blue3,blue
0.5,ck,0,Correspondence,blue4,blue
1,ck,0,Correspondence,green1,green
0.5,ck,0,Correspondence,green2,green
0.5,ck,0,Correspondence,green3,green
0.25,ck,0,Correspondence,green4,green
0.25,ck,0,Correspondence,purple1,purple
0.5,ck,0,Correspondence,purple2,purple
0.5,ck,0,Correspondence,purple3,purple
0.5,ck,0,Correspondence,purple4,purple
0,ck,0,Correspondence,red1,red
0,ck,0,Correspondence,red2,red
0.25,ck,0,Correspondence,red3,red
0,ck,0,Correspondence,red4,red
0,ck,1,Correspondence,blue1,blue
0,ck,1,Correspondence,blue2,blue
0.25,ck,1,Correspondence,blue3,blue
0,ck,1,Correspondence,blue4,blue
0.25,ck,1,Correspondence,green1,green
0.5,ck,1,Correspondence,green2,green
0.75,ck,1,Correspondence,green3,green
0.25,ck,1,Correspondence,green4,green
0,ck,1,Correspondence,purple1,purple
0,ck,1,Correspondence,purple2,purple
0.25,ck,1,Correspondence,purple3,purple
0.5,ck,1,Correspondence,purple4,purple
0.25,ck,1,Correspondence,red1,red
0,ck,1,Correspondence,red2,red
0.5,ck,1,Correspondence,red3,red
0,ck,1,Correspondence,red4,red
0,ck,2,Correspondence,blue1,blue
0,ck,2,Correspondence,blue2,blue
0,ck,2,Correspondence,blue3,blue
0,ck,2,Correspondence,blue4,blue
0,ck,2,Correspondence,green1,green
0.25,ck,2,Correspondence,green2,green
0,ck,2,Correspondence,green3,green
0.25,ck,2,Correspondence,green4,green
0.5,ck,2,Correspondence,purple1,purple
0,ck,2,Correspondence,purple2,purple
0.25,ck,2,Correspondence,purple3,purple
0.25,ck,2,Correspondence,purple4,purple
0,ck,2,Correspondence,red1,red
0,ck,2,Correspondence,red2,red
0.5,ck,2,Correspondence,red3,red
0.75,ck,2,Correspondence,red4,red
0.5,db,0,Dialogue,blue1,blue
0,db,0,Dialogue,blue2,blue
0,db,0,Dialogue,blue3,blue
0.25,db,0,Dialogue,blue4,blue
0,db,0,Dialogue,green1,green
0.5,db,0,Dialogue,green2,green
0,db,0,Dialogue,green3,green
0,db,0,Dialogue,green4,green
0,db,0,Dialogue,purple1,purple
0,db,0,Dialogue,purple2,purple
0.25,db,0,Dialogue,purple3,purple
0.25,db,0,Dialogue,purple4,purple
0,db,0,Dialogue,red1,red
0.5,db,0,Dialogue,red2,red
0.25,db,0,Dialogue,red3,red
0,db,0,Dialogue,red4,red
0,db,1,Dialogue,blue1,blue
0,db,1,Dialogue,blue2,blue
0,db,1,Dialogue,blue3,blue
0,db,1,Dialogue,blue4,blue
0,db,1,Dialogue,green1,green
0,db,1,Dialogue,green2,green
0,db,1,Dialogue,green3,green
0,db,1,Dialogue,green4,green
0,db,1,Dialogue,purple1,purple
0,db,1,Dialogue,purple2,purple
0,db,1,Dialogue,purple3,purple
0,db,1,Dialogue,purple4,purple
0,db,1,Dialogue,red1,red
0,db,1,Dialogue,red2,red
0,db,1,Dialogue,red3,red
0,db,1,Dialogue,red4,red
0,db,2,Dialogue,blue1,blue
0,db,2,Dialogue,blue2,blue
0,db,2,Dialogue,blue3,blue
0,db,2,Dialogue,blue4,blue
0,db,2,Dialogue,green1,green
0,db,2,Dialogue,green2,green
0,db,2,Dialogue,green3,green
0,db,2,Dialogue,green4,green
0,db,2,Dialogue,purple1,purple
0,db,2,Dialogue,purple2,purple
0,db,2,Dialogue,purple3,purple
0,db,2,Dialogue,purple4,purple
0,db,2,Dialogue,red1,red
0,db,2,Dialogue,red2,red
0,db,2,Dialogue,red3,red
0,db,2,Dialogue,red4,red
0,dc,0,Dialogue,blue1,blue
0,dc,0,Dialogue,blue2,blue
0,dc,0,Dialogue,blue3,blue
0.25,dc,0,Dialogue,blue4,blue
0,dc,0,Dialogue,green1,green
0,dc,0,Dialogue,green2,green
0.25,dc,0,Dialogue,green3,green
0,dc,0,Dialogue,green4,green
0.75,dc,0,Dialogue,purple1,purple
0.5,dc,0,Dialogue,purple2,purple
0,dc,0,Dialogue,purple3,purple
0.5,dc,0,Dialogue,purple4,purple
0.25,dc,0,Dialogue,red1,red
0,dc,0,Dialogue,red2,red
0,dc,0,Dialogue,red3,red
0.5,dc,0,Dialogue,red4,red
0,dc,1,Dialogue,blue1,blue
0,dc,1,Dialogue,blue2,blue
0,dc,1,Dialogue,blue3,blue
0,dc,1,Dialogue,blue4,blue
0,dc,1,Dialogue,green1,green
0,dc,1,Dialogue,green2,green
0,dc,1,Dialogue,green3,green
0,dc,1,Dialogue,green4,green
0,dc,1,Dialogue,purple1,purple
0,dc,1,Dialogue,purple2,purple
0,dc,1,Dialogue,purple3,purple
0,dc,1,Dialogue,purple4,purple
0,dc,1,Dialogue,red1,red
0,dc,1,Dialogue,red2,red
0,dc,1,Dialogue,red3,red
0,dc,1,Dialogue,red4,red
0,dc,2,Dialogue,blue1,blue
0,dc,2,Dialogue,blue2,blue
0,dc,2,Dialogue,blue3,blue
0,dc,2,Dialogue,blue4,blue
0,dc,2,Dialogue,green1,green
0,dc,2,Dialogue,green2,green
0,dc,2,Dialogue,green3,green
0,dc,2,Dialogue,green4,green
0,dc,2,Dialogue,purple1,purple
0,dc,2,Dialogue,purple2,purple
0,dc,2,Dialogue,purple3,purple
0,dc,2,Dialogue,purple4,purple
0.25,dc,2,Dialogue,red1,red
0,dc,2,Dialogue,red2,red
0,dc,2,Dialogue,red3,red
0,dc,2,Dialogue,red4,red
0,dd,0,Dialogue,blue1,blue
0,dd,0,Dialogue,blue2,blue
0.25,dd,0,Dialogue,blue3,blue
0.75,dd,0,Dialogue,blue4,blue
0,dd,0,Dialogue,green1,green
0.5,dd,0,Dialogue,green2,green
0,dd,0,Dialogue,green3,green
0.75,dd,0,Dialogue,green4,green
0,dd,0,Dialogue,purple1,purple
0,dd,0,Dialogue,purple2,purple
0.25,dd,0,Dialogue,purple3,purple
0.25,dd,0,Dialogue,purple4,purple
0.25,dd,0,Dialogue,red1,red
0,dd,0,Dialogue,red2,red
0,dd,0,Dialogue,red3,red
0,dd,0,Dialogue,red4,red
0,dd,1,Dialogue,blue1,blue
0,dd,1,Dialogue,blue2,blue
0,dd,1,Dialogue,blue3,blue
0,dd,1,Dialogue,blue4,blue
0,dd,1,Dialogue,green1,green
0.5,dd,1,Dialogue,green2,green
0,dd,1,Dialogue,green3,green
0,dd,1,Dialogue,green4,green
0.25,dd,1,Dialogue,purple1,purple
0,dd,1,Dialogue,purple2,purple
0,dd,1,Dialogue,purple3,purple
0,dd,1,Dialogue,purple4,purple
0,dd,1,Dialogue,red1,red
0,dd,1,Dialogue,red2,red
0,dd,1,Dialogue,red3,red
0,dd,1,Dialogue,red4,red
0,dd,2,Dialogue,blue1,blue
0,dd,2,Dialogue,blue2,blue
0,dd,2,Dialogue,blue3,blue
0,dd,2,Dialogue,blue4,blue
0,dd,2,Dialogue,green1,green
0,dd,2,Dialogue,green2,green
0,dd,2,Dialogue,green3,green
0,dd,2,Dialogue,green4,green
0.25,dd,2,Dialogue,purple1,purple
0,dd,2,Dialogue,purple2,purple
0,dd,2,Dialogue,purple3,purple
0,dd,2,Dialogue,purple4,purple
0,dd,2,Dialogue,red1,red
0,dd,2,Dialogue,red2,red
0,dd,2,Dialogue,red3,red
0,dd,2,Dialogue,red4,red
0,de,0,Dialogue,blue1,blue
1,de,0,Dialogue,blue2,blue
1,de,0,Dialogue,blue3,blue
0,de,0,Dialogue,blue4,blue
0,de,0,Dialogue,green1,green
0.5,de,0,Dialogue,green2,green
0,de,0,Dialogue,green3,green
0,de,0,Dialogue,green4,green
0.25,de,0,Dialogue,purple1,purple
0.5,de,0,Dialogue,purple2,purple
0.5,de,0,Dialogue,purple3,purple
0,de,0,Dialogue,purple4,purple
0.25,de,0,Dialogue,red1,red
0.25,de,0,Dialogue,red2,red
0.5,de,0,Dialogue,red3,red
0.5,de,0,Dialogue,red4,red
0,de,1,Dialogue,blue1,blue
0,de,1,Dialogue,blue2,blue
0,de,1,Dialogue,blue3,blue
0,de,1,Dialogue,blue4,blue
0,de,1,Dialogue,green1,green
0,de,1,Dialogue,green2,green
0,de,1,Dialogue,green3,green
0,de,1,Dialogue,green4,green
0.25,de,1,Dialogue,purple1,purple
0,de,1,Dialogue,purple2,purple
0,de,1,Dialogue,purple3,purple
0,de,1,Dialogue,purple4,purple
0,de,1,Dialogue,red1,red
0,de,1,Dialogue,red2,red
0,de,1,Dialogue,red3,red
0,de,1,Dialogue,red4,red
0,de,2,Dialogue,blue1,blue
0,de,2,Dialogue,blue2,blue
0,de,2,Dialogue,blue3,blue
0,de,2,Dialogue,blue4,blue
0,de,2,Dialogue,green1,green
0,de,2,Dialogue,green2,green
0,de,2,Dialogue,green3,green
0,de,2,Dialogue,green4,green
0.25,de,2,Dialogue,purple1,purple
0,de,2,Dialogue,purple2,purple
0,de,2,Dialogue,purple3,purple
0,de,2,Dialogue,purple4,purple
0,de,2,Dialogue,red1,red
0,de,2,Dialogue,red2,red
0,de,2,Dialogue,red3,red
0,de,2,Dialogue,red4,red
0.75,df,0,Dialogue,blue1,blue
0.75,df,0,Dialogue,blue2,blue
0,df,0,Dialogue,blue3,blue
0.5,df,0,Dialogue,blue4,blue
0.25,df,0,Dialogue,green1,green
0.25,df,0,Dialogue,green2,green
0,df,0,Dialogue,green3,green
0,df,0,Dialogue,green4,green
0.25,df,0,Dialogue,purple1,purple
0,df,0,Dialogue,purple2,purple
0.25,df,0,Dialogue,purple3,purple
0,df,0,Dialogue,purple4,purple
0,df,0,Dialogue,red1,red
0,df,0,Dialogue,red2,red
0,df,0,Dialogue,red3,red
0.25,df,0,Dialogue,red4,red
0,df,1,Dialogue,blue1,blue
0,df,1,Dialogue,blue2,blue
0,df,1,Dialogue,blue3,blue
0,df,1,Dialogue,blue4,blue
0,df,1,Dialogue,green1,green
0,df,1,Dialogue,green2,green
0,df,1,Dialogue,green3,green
0,df,1,Dialogue,green4,green
0,df,1,Dialogue,purple1,purple
0,df,1,Dialogue,purple2,purple
0,df,1,Dialogue,purple3,purple
0,df,1,Dialogue,purple4,purple
0,df,1,Dialogue,red1,red
0,df,1,Dialogue,red2,red
0,df,1,Dialogue,red3,red
0,df,1,Dialogue,red4,red
0,df,2,Dialogue,blue1,blue
0,df,2,Dialogue,blue2,blue
0,df,2,Dialogue,blue3,blue
0,df,2,Dialogue,blue4,blue
0,df,2,Dialogue,green1,green
0,df,2,Dialogue,green2,green
0,df,2,Dialogue,green3,green
0,df,2,Dialogue,green4,green
0,df,2,Dialogue,purple1,purple
0,df,2,Dialogue,purple2,purple
0,df,2,Dialogue,purple3,purple
0,df,2,Dialogue,purple4,purple
0,df,2,Dialogue,red1,red
0,df,2,Dialogue,red2,red
0,df,2,Dialogue,red3,red
0,df,2,Dialogue,red4,red
0,dg,0,Dialogue,blue1,blue
0,dg,0,Dialogue,blue2,blue
0,dg,0,Dialogue,blue3,blue
0,dg,0,Dialogue,blue4,blue
0,dg,0,Dialogue,green1,green
0,dg,0,Dialogue,green2,green
0,dg,0,Dialogue,green3,green
0.75,dg,0,Dialogue,green4,green
0,dg,0,Dialogue,purple1,purple
0,dg,0,Dialogue,purple2,purple
0,dg,0,Dialogue,purple3,purple
0,dg,0,Dialogue,purple4,purple
0,dg,0,Dialogue,red1,red
0,dg,0,Dialogue,red2,red
0,dg,0,Dialogue,red3,red
0,dg,0,Dialogue,red4,red
0,dg,1,Dialogue,blue1,blue
0,dg,1,Dialogue,blue2,blue
0,dg,1,Dialogue,blue3,blue
0,dg,1,Dialogue,blue4,blue
0,dg,1,Dialogue,green1,green
0,dg,1,Dialogue,green2,green
0,dg,1,Dialogue,green3,green
0,dg,1,Dialogue,green4,green
0,dg,1,Dialogue,purple1,purple
0,dg,1,Dialogue,purple2,purple
0,dg,1,Dialogue,purple3,purple
0,dg,1,Dialogue,purple4,purple
0,dg,1,Dialogue,red1,red
0,dg,1,Dialogue,red2,red
0,dg,1,Dialogue,red3,red
0,dg,1,Dialogue,red4,red
0,dg,2,Dialogue,blue1,blue
0,dg,2,Dialogue,blue2,blue
0,dg,2,Dialogue,blue3,blue
0,dg,2,Dialogue,blue4,blue
0,dg,2,Dialogue,green1,green
0,dg,2,Dialogue,green2,green
0,dg,2,Dialogue,green3,green
0,dg,2,Dialogue,green4,green
0,dg,2,Dialogue,purple1,purple
0,dg,2,Dialogue,purple2,purple
0,dg,2,Dialogue,purple3,purple
0,dg,2,Dialogue,purple4,purple
0,dg,2,Dialogue,red1,red
0,dg,2,Dialogue,red2,red
0,dg,2,Dialogue,red3,red
0,dg,2,Dialogue,red4,red
0,dh,0,Dialogue,blue1,blue
0.25,dh,0,Dialogue,blue2,blue
0.5,dh,0,Dialogue,blue3,blue
0.5,dh,0,Dialogue,blue4,blue
0,dh,0,Dialogue,green1,green
0,dh,0,Dialogue,green2,green
0,dh,0,Dialogue,green3,green
0,dh,0,Dialogue,green4,green
0,dh,0,Dialogue,purple1,purple
0,dh,0,Dialogue,purple2,purple
0,dh,0,Dialogue,purple3,purple
0,dh,0,Dialogue,purple4,purple
0.5,dh,0,Dialogue,red1,red
0.5,dh,0,Dialogue,red2,red
0.5,dh,0,Dialogue,red3,red
0.5,dh,0,Dialogue,red4,red
0,dh,1,Dialogue,blue1,blue
0,dh,1,Dialogue,blue2,blue
0,dh,1,Dialogue,blue3,blue
0,dh,1,Dialogue,blue4,blue
0,dh,1,Dialogue,green1,green
0,dh,1,Dialogue,green2,green
0,dh,1,Dialogue,green3,green
0,dh,1,Dialogue,green4,green
0,dh,1,Dialogue,purple1,purple
0,dh,1,Dialogue,purple2,purple
0,dh,1,Dialogue,purple3,purple
0,dh,1,Dialogue,purple4,purple
0,dh,1,Dialogue,red1,red
0.25,dh,1,Dialogue,red2,red
0,dh,1,Dialogue,red3,red
0,dh,1,Dialogue,red4,red
0,dh,2,Dialogue,blue1,blue
0,dh,2,Dialogue,blue2,blue
0,dh,2,Dialogue,blue3,blue
0,dh,2,Dialogue,blue4,blue
0,dh,2,Dialogue,green1,green
0,dh,2,Dialogue,green2,green
0,dh,2,Dialogue,green3,green
0,dh,2,Dialogue,green4,green
0,dh,2,Dialogue,purple1,purple
0,dh,2,Dialogue,purple2,purple
0,dh,2,Dialogue,purple3,purple
0,dh,2,Dialogue,purple4,purple
0,dh,2,Dialogue,red1,red
0,dh,2,Dialogue,red2,red
0,dh,2,Dialogue,red3,red
0,dh,2,Dialogue,red4,red
0,di,0,Dialogue,blue1,blue
0,di,0,Dialogue,blue2,blue
0,di,0,Dialogue,blue3,blue
0,di,0,Dialogue,blue4,blue
0,di,0,Dialogue,green1,green
0,di,0,Dialogue,green2,green
0,di,0,Dialogue,green3,green
0,di,0,Dialogue,green4,green
0,di,0,Dialogue,purple1,purple
0,di,0,Dialogue,purple2,purple
0,di,0,Dialogue,purple3,purple
0,di,0,Dialogue,purple4,purple
0,di,0,Dialogue,red1,red
0.25,di,0,Dialogue,red2,red
0,di,0,Dialogue,red3,red
0,di,0,Dialogue,red4,red
0,di,1,Dialogue,blue1,blue
0,di,1,Dialogue,blue2,blue
0,di,1,Dialogue,blue3,blue
0,di,1,Dialogue,blue4,blue
0,di,1,Dialogue,green1,green
0,di,1,Dialogue,green2,green
0,di,1,Dialogue,green3,green
0,di,1,Dialogue,green4,green
0,di,1,Dialogue,purple1,purple
0,di,1,Dialogue,purple2,purple
0,di,1,Dialogue,purple3,purple
0,di,1,Dialogue,purple4,purple
0,di,1,Dialogue,red1,red
0,di,1,Dialogue,red2,red
0,di,1,Dialogue,red3,red
0,di,1,Dialogue,red4,red
0,di,2,Dialogue,blue1,blue
0,di,2,Dialogue,blue2,blue
0,di,2,Dialogue,blue3,blue
0,di,2,Dialogue,blue4,blue
0,di,2,Dialogue,green1,green
0,di,2,Dialogue,green2,green
0,di,2,Dialogue,green3,green
0,di,2,Dialogue,green4,green
0,di,2,Dialogue,purple1,purple
0,di,2,Dialogue,purple2,purple
0,di,2,Dialogue,purple3,purple
0,di,2,Dialogue,purple4,purple
0,di,2,Dialogue,red1,red
0,di,2,Dialogue,red2,red
0,di,2,Dialogue,red3,red
0,di,2,Dialogue,red4,red
0.25,dj,0,Dialogue,blue1,blue
0.75,dj,0,Dialogue,blue2,blue
0,dj,0,Dialogue,blue3,blue
0.75,dj,0,Dialogue,blue4,blue
0.25,dj,0,Dialogue,green1,green
0.75,dj,0,Dialogue,green2,green
0.5,dj,0,Dialogue,green3,green
0.5,dj,0,Dialogue,green4,green
0.25,dj,0,Dialogue,purple1,purple
0.5,dj,0,Dialogue,purple2,purple
0.25,dj,0,Dialogue,purple3,purple
0.25,dj,0,Dialogue,purple4,purple
0.25,dj,0,Dialogue,red1,red
0,dj,0,Dialogue,red2,red
0.5,dj,0,Dialogue,red3,red
0.75,dj,0,Dialogue,red4,red
0.5,dj,1,Dialogue,blue1,blue
0.5,dj,1,Dialogue,blue2,blue
0.25,dj,1,Dialogue,blue3,blue
1,dj,1,Dialogue,blue4,blue
0.5,dj,1,Dialogue,green1,green
0.75,dj,1,Dialogue,green2,green
0.75,dj,1,Dialogue,green3,green
0.5,dj,1,Dialogue,green4,green
1,dj,1,Dialogue,purple1,purple
0.75,dj,1,Dialogue,purple2,purple
0.75,dj,1,Dialogue,purple3,purple
0.75,dj,1,Dialogue,purple4,purple
0.75,dj,1,Dialogue,red1,red
0.5,dj,1,Dialogue,red2,red
0.5,dj,1,Dialogue,red3,red
0,dj,1,Dialogue,red4,red
0.25,dj,2,Dialogue,blue1,blue
0.25,dj,2,Dialogue,blue2,blue
0.5,dj,2,Dialogue,blue3,blue
1,dj,2,Dialogue,blue4,blue
0.5,dj,2,Dialogue,green1,green
1,dj,2,Dialogue,green2,green
0.25,dj,2,Dialogue,green3,green
0.75,dj,2,Dialogue,green4,green
0.5,dj,2,Dialogue,purple1,purple
0.5,dj,2,Dialogue,purple2,purple
0,dj,2,Dialogue,purple3,purple
0.25,dj,2,Dialogue,purple4,purple
0.5,dj,2,Dialogue,red1,red
0.75,dj,2,Dialogue,red2,red
0.75,dj,2,Dialogue,red3,red
0.75,dj,2,Dialogue,red4,red
0,dk,0,Dialogue,blue1,blue
0,dk,0,Dialogue,blue2,blue
0,dk,0,Dialogue,blue3,blue
0,dk,0,Dialogue,blue4,blue
0,dk,0,Dialogue,green1,green
0,dk,0,Dialogue,green2,green
0,dk,0,Dialogue,green3,green
0,dk,0,Dialogue,green4,green
0.5,dk,0,Dialogue,purple1,purple
0,dk,0,Dialogue,purple2,purple
0,dk,0,Dialogue,purple3,purple
0,dk,0,Dialogue,purple4,purple
0,dk,0,Dialogue,red1,red
0.75,dk,0,Dialogue,red2,red
0,dk,0,Dialogue,red3,red
0,dk,0,Dialogue,red4,red
0,dk,1,Dialogue,blue1,blue
0,dk,1,Dialogue,blue2,blue
0,dk,1,Dialogue,blue3,blue
0,dk,1,Dialogue,blue4,blue
0,dk,1,Dialogue,green1,green
0,dk,1,Dialogue,green2,green
0,dk,1,Dialogue,green3,green
0,dk,1,Dialogue,green4,green
0,dk,1,Dialogue,purple1,purple
0,dk,1,Dialogue,purple2,purple
0,dk,1,Dialogue,purple3,purple
0,dk,1,Dialogue,purple4,purple
0,dk,1,Dialogue,red1,red
0,dk,1,Dialogue,red2,red
0,dk,1,Dialogue,red3,red
0,dk,1,Dialogue,red4,red
0,dk,2,Dialogue,blue1,blue
0,dk,2,Dialogue,blue2,blue
0,dk,2,Dialogue,blue3,blue
0,dk,2,Dialogue,blue4,blue
0,dk,2,Dialogue,green1,green
0,dk,2,Dialogue,green2,green
0,dk,2,Dialogue,green3,green
0,dk,2,Dialogue,green4,green
0,dk,2,Dialogue,purple1,purple
0,dk,2,Dialogue,purple2,purple
0,dk,2,Dialogue,purple3,purple
0,dk,2,Dialogue,purple4,purple
0,dk,2,Dialogue,red1,red
0,dk,2,Dialogue,red2,red
0,dk,2,Dialogue,red3,red
0,dk,2,Dialogue,red4,red
0,dl,0,Dialogue,blue1,blue
0,dl,0,Dialogue,blue2,blue
0,dl,0,Dialogue,blue3,blue
0,dl,0,Dialogue,blue4,blue
0,dl,0,Dialogue,green1,green
0,dl,0,Dialogue,green2,green
0,dl,0,Dialogue,green3,green
0,dl,0,Dialogue,green4,green
0,dl,0,Dialogue,purple1,purple
0,dl,0,Dialogue,purple2,purple
0,dl,0,Dialogue,purple3,purple
0,dl,0,Dialogue,purple4,purple
0,dl,0,Dialogue,red1,red
0,dl,0,Dialogue,red2,red
0,dl,0,Dialogue,red3,red
0,dl,0,Dialogue,red4,red
0,dl,1,Dialogue,blue1,blue
0,dl,1,Dialogue,blue2,blue
0,dl,1,Dialogue,blue3,blue
0,dl,1,Dialogue,blue4,blue
0,dl,1,Dialogue,green1,green
0,dl,1,Dialogue,green2,green
0,dl,1,Dialogue,green3,green
0,dl,1,Dialogue,green4,green
0,dl,1,Dialogue,purple1,purple
0,dl,1,Dialogue,purple2,purple
0,dl,1,Dialogue,purple3,purple
0,dl,1,Dialogue,purple4,purple
0,dl,1,Dialogue,red1,red
0,dl,1,Dialogue,red2,red
0,dl,1,Dialogue,red3,red
0,dl,1,Dialogue,red4,red
0,dl,2,Dialogue,blue1,blue
0,dl,2,Dialogue,blue2,blue
0,dl,2,Dialogue,blue3,blue
0,dl,2,Dialogue,blue4,blue
0,dl,2,Dialogue,green1,green
0,dl,2,Dialogue,green2,green
0,dl,2,Dialogue,green3,green
0,dl,2,Dialogue,green4,green
0,dl,2,Dialogue,purple1,purple
0,dl,2,Dialogue,purple2,purple
0,dl,2,Dialogue,purple3,purple
0,dl,2,Dialogue,purple4,purple
0,dl,2,Dialogue,red1,red
0,dl,2,Dialogue,red2,red
0,dl,2,Dialogue,red3,red
0,dl,2,Dialogue,red4,red
0.25,dm,0,Dialogue,blue1,blue
0.75,dm,0,Dialogue,blue2,blue
0.25,dm,0,Dialogue,blue3,blue
0.5,dm,0,Dialogue,blue4,blue
0.75,dm,0,Dialogue,green1,green
0,dm,0,Dialogue,green2,green
0,dm,0,Dialogue,green3,green
0.75,dm,0,Dialogue,green4,green
0.5,dm,0,Dialogue,purple1,purple
0.25,dm,0,Dialogue,purple2,purple
0,dm,0,Dialogue,purple3,purple
0.25,dm,0,Dialogue,purple4,purple
0.5,dm,0,Dialogue,red1,red
0.5,dm,0,Dialogue,red2,red
0.75,dm,0,Dialogue,red3,red
0.5,dm,0,Dialogue,red4,red
0,dm,1,Dialogue,blue1,blue
0,dm,1,Dialogue,blue2,blue
0.25,dm,1,Dialogue,blue3,blue
0,dm,1,Dialogue,blue4,blue
0,dm,1,Dialogue,green1,green
0.5,dm,1,Dialogue,green2,green
0,dm,1,Dialogue,green3,green
0.5,dm,1,Dialogue,green4,green
0,dm,1,Dialogue,purple1,purple
0,dm,1,Dialogue,purple2,purple
0,dm,1,Dialogue,purple3,purple
0,dm,1,Dialogue,purple4,purple
0.5,dm,1,Dialogue,red1,red
0.25,dm,1,Dialogue,red2,red
0,dm,1,Dialogue,red3,red
0,dm,1,Dialogue,red4,red
0.75,dm,2,Dialogue,blue1,blue
0.75,dm,2,Dialogue,blue2,blue
0,dm,2,Dialogue,blue3,blue
0.75,dm,2,Dialogue,blue4,blue
0.75,dm,2,Dialogue,green1,green
1,dm,2,Dialogue,green2,green
0.5,dm,2,Dialogue,green3,green
0.5,dm,2,Dialogue,green4,green
0.75,dm,2,Dialogue,purple1,purple
0.25,dm,2,Dialogue,purple2,purple
0.5,dm,2,Dialogue,purple3,purple
1,dm,2,Dialogue,purple4,purple
0.25,dm,2,Dialogue,red1,red
0,dm,2,Dialogue,red2,red
0.25,dm,2,Dialogue,red3,red
0.25,dm,2,Dialogue,red4,red
0,dn,0,Dialogue,blue1,blue
0,dn,0,Dialogue,blue2,blue
0,dn,0,Dialogue,blue3,blue
0.75,dn,0,Dialogue,blue4,blue
0,dn,0,Dialogue,green1,green
0,dn,0,Dialogue,green2,green
0,dn,0,Dialogue,green3,green
0,dn,0,Dialogue,green4,green
0,dn,0,Dialogue,purple1,purple
0,dn,0,Dialogue,purple2,purple
0,dn,0,Dialogue,purple3,purple
0,dn,0,Dialogue,purple4,purple
0,dn,0,Dialogue,red1,red
0,dn,0,Dialogue,red2,red
0,dn,0,Dialogue,red3,red
0,dn,0,Dialogue,red4,red
0,dn,1,Dialogue,blue1,blue
0,dn,1,Dialogue,blue2,blue
0,dn,1,Dialogue,blue3,blue
0,dn,1,Dialogue,blue4,blue
0,dn,1,Dialogue,green1,green
0,dn,1,Dialogue,green2,green
0.25,dn,1,Dialogue,green3,green
0,dn,1,Dialogue,green4,green
0,dn,1,Dialogue,purple1,purple
0,dn,1,Dialogue,purple2,purple
0,dn,1,Dialogue,purple3,purple
0,dn,1,Dialogue,purple4,purple
0,dn,1,Dialogue,red1,red
0,dn,1,Dialogue,red2,red
0,dn,1,Dialogue,red3,red
0,dn,1,Dialogue,red4,red
0,dn,2,Dialogue,blue1,blue
0,dn,2,Dialogue,blue2,blue
0,dn,2,Dialogue,blue3,blue
0,dn,2,Dialogue,blue4,blue
0,dn,2,Dialogue,green1,green
0,dn,2,Dialogue,green2,green
0.25,dn,2,Dialogue,green3,green
0,dn,2,Dialogue,green4,green
0,dn,2,Dialogue,purple1,purple
0,dn,2,Dialogue,purple2,purple
0,dn,2,Dialogue,purple3,purple
0,dn,2,Dialogue,purple4,purple
0,dn,2,Dialogue,red1,red
0,dn,2,Dialogue,red2,red
0,dn,2,Dialogue,red3,red
0,dn,2,Dialogue,red4,red
0,do,0,Dialogue,blue1,blue
0,do,0,Dialogue,blue2,blue
0,do,0,Dialogue,blue3,blue
0,do,0,Dialogue,blue4,blue
0,do,0,Dialogue,green1,green
0,do,0,Dialogue,green2,green
0,do,0,Dialogue,green3,green
0,do,0,Dialogue,green4,green
0,do,0,Dialogue,purple1,purple
0,do,0,Dialogue,purple2,purple
0,do,0,Dialogue,purple3,purple
0,do,0,Dialogue,purple4,purple
0,do,0,Dialogue,red1,red
0.5,do,0,Dialogue,red2,red
0,do,0,Dialogue,red3,red
0,do,0,Dialogue,red4,red
0,do,1,Dialogue,blue1,blue
0,do,1,Dialogue,blue2,blue
0,do,1,Dialogue,blue3,blue
0,do,1,Dialogue,blue4,blue
0,do,1,Dialogue,green1,green
0,do,1,Dialogue,green2,green
0,do,1,Dialogue,green3,green
0,do,1,Dialogue,green4,green
0,do,1,Dialogue,purple1,purple
0,do,1,Dialogue,purple2,purple
0,do,1,Dialogue,purple3,purple
0,do,1,Dialogue,purple4,purple
0,do,1,Dialogue,red1,red
0,do,1,Dialogue,red2,red
0,do,1,Dialogue,red3,red
0,do,1,Dialogue,red4,red
0,do,2,Dialogue,blue1,blue
0,do,2,Dialogue,blue2,blue
