error,participant,block,condition,colour,category
0,be,1,Recall,green1,green
0,be,1,Recall,green2,green
0,be,1,Recall,green3,green
0,be,1,Recall,green4,green
0,be,1,Recall,purple1,purple
0,be,1,Recall,purple2,purple
0,be,1,Recall,purple3,purple
0,be,1,Recall,purple4,purple
0,be,1,Recall,red1,red
0.25,be,1,Recall,red2,red
0,be,1,Recall,red3,red
0,be,1,Recall,red4,red
0,be,2,Recall,blue1,blue
0.25,be,2,Recall,blue2,blue
0,be,2,Recall,blue3,blue
0,be,2,Recall,blue4,blue
0,be,2,Recall,green1,green
0,be,2,Recall,green2,green
0,be,2,Recall,green3,green
0,be,2,Recall,green4,green
0,be,2,Recall,purple1,purple
0,be,2,Recall,purple2,purple
0,be,2,Recall,purple3,purple
0,be,2,Recall,purple4,purple
0,be,2,Recall,red1,red
0,be,2,Recall,red2,red
0,be,2,Recall,red3,red
0,be,2,Recall,red4,red
0,bf,0,Recall,blue1,blue
0,bf,0,Recall,blue2,blue
0,bf,0,Recall,blue3,blue
0,bf,0,Recall,blue4,blue
1,bf,0,Recall,green1,green
0.5,bf,0,Recall,green2,green
0.75,bf,0,Recall,green3,green
0,bf,0,Recall,green4,green
0,bf,0,Recall,purple1,purple
1,bf,0,Recall,purple2,purple
1,bf,0,Recall,purple3,purple
0.5,bf,0,Recall,purple4,purple
0,bf,0,Recall,red1,red
0.75,bf,0,Recall,red2,red
0.75,bf,0,Recall,red3,red
0.5,bf,0,Recall,red4,red
0,bf,1,Recall,blue1,blue
0,bf,1,Recall,blue2,blue
0,bf,1,Recall,blue3,blue
0,bf,1,Recall,blue4,blue
0.5,bf,1,Recall,green1,green
0,bf,1,Recall,green2,green
0.5,bf,1,Recall,green3,green
0,bf,1,Recall,green4,green
0.5,bf,1,Recall,purple1,purple
0,bf,1,Recall,purple2,purple
0,bf,1,Recall,purple3,purple
0,bf,1,Recall,purple4,purple
0,bf,1,Recall,red1,red
0,bf,1,Recall,red2,red
0,bf,1,Recall,red3,red
0,bf,1,Recall,red4,red
0,bf,2,Recall,blue1,blue
0,bf,2,Recall,blue2,blue
0,bf,2,Recall,blue3,blue
0.5,bf,2,Recall,blue4,blue
0.25,bf,2,Recall,green1,green
0.25,bf,2,Recall,green2,green
0,bf,2,Recall,green3,green
0.5,bf,2,Recall,green4,green
0,bf,2,Recall,purple1,purple
0,bf,2,Recall,purple2,purple
0,bf,2,Recall,purple3,purple
0.5,bf,2,Recall,purple4,purple
0,bf,2,Recall,red1,red
0,bf,2,Recall,red2,red
0,bf,2,Recall,red3,red
0.5,bf,2,Recall,red4,red
0.25,bg,0,Recall,blue1,blue
0.5,bg,0,Recall,blue2,blue
0.25,bg,0,Recall,blue3,blue
0,bg,0,Recall,blue4,blue
0,bg,0,Recall,green1,green
0.5,bg,0,Recall,green2,green
0.75,bg,0,Recall,green3,green
0.75,bg,0,Recall,green4,green
0.25,bg,0,Recall,purple1,purple
0.25,bg,0,Recall,purple2,purple
1,bg,0,Recall,purple3,purple
0.5,bg,0,Recall,purple4,purple
0.25,bg,0,Recall,red1,red
0.25,bg,0,Recall,red2,red
0,bg,0,Recall,red3,red
0,bg,0,Recall,red4,red
0.75,bg,1,Recall,blue1,blue
0.75,bg,1,Recall,blue2,blue
0.25,bg,1,Recall,blue3,blue
0.5,bg,1,Recall,blue4,blue
0.5,bg,1,Recall,green1,green
0.5,bg,1,Recall,green2,green
0.5,bg,1,Recall,green3,green
0.5,bg,1,Recall,green4,green
0.5,bg,1,Recall,purple1,purple
0.5,bg,1,Recall,purple2,purple
0.5,bg,1,Recall,purple3,purple
0.25,bg,1,Recall,purple4,purple
0.25,bg,1,Recall,red1,red
1,bg,1,Recall,red2,red
0.25,bg,1,Recall,red3,red
0.5,bg,1,Recall,red4,red
0.75,bg,2,Recall,blue1,blue
1,bg,2,Recall,blue2,blue
0.5,bg,2,Recall,blue3,blue
0.5,bg,2,Recall,blue4,blue
0.25,bg,2,Recall,green1,green
0.75,bg,2,Recall,green2,green
0.25,bg,2,Recall,green3,green
0.75,bg,2,Recall,green4,green
0.75,bg,2,Recall,purple1,purple
0.5,bg,2,Recall,purple2,purple
0.5,bg,2,Recall,purple3,purple
0.5,bg,2,Recall,purple4,purple
0.5,bg,2,Recall,red1,red
0.75,bg,2,Recall,red2,red
0,bg,2,Recall,red3,red
0.25,bg,2,Recall,red4,red
0,bh,0,Recall,blue1,blue
0,bh,0,Recall,blue2,blue
0,bh,0,Recall,blue3,blue
0,bh,0,Recall,blue4,blue
0,bh,0,Recall,green1,green
0.25,bh,0,Recall,green2,green
0.25,bh,0,Recall,green3,green
0.25,bh,0,Recall,green4,green
0,bh,0,Recall,purple1,purple
0,bh,0,Recall,purple2,purple
0.25,bh,0,Recall,purple3,purple
0,bh,0,Recall,purple4,purple
0,bh,0,Recall,red1,red
0,bh,0,Recall,red2,red
0,bh,0,Recall,red3,red
0,bh,0,Recall,red4,red
0,bh,1,Recall,blue1,blue
0,bh,1,Recall,blue2,blue
0,bh,1,Recall,blue3,blue
0,bh,1,Recall,blue4,blue
0,bh,1,Recall,green1,green
0,bh,1,Recall,green2,green
0,bh,1,Recall,green3,green
0,bh,1,Recall,green4,green
0,bh,1,Recall,purple1,purple
0,bh,1,Recall,purple2,purple
0.25,bh,1,Recall,purple3,purple
0,bh,1,Recall,purple4,purple
0,bh,1,Recall,red1,red
0,bh,1,Recall,red2,red
0.5,bh,1,Recall,red3,red
0,bh,1,Recall,red4,red
0,bh,2,Recall,blue1,blue
0,bh,2,Recall,blue2,blue
0,bh,2,Recall,blue3,blue
0,bh,2,Recall,blue4,blue
0,bh,2,Recall,green1,green
0,bh,2,Recall,green2,green
0,bh,2,Recall,green3,green
0,bh,2,Recall,green4,green
0,bh,2,Recall,purple1,purple
0,bh,2,Recall,purple2,purple
0,bh,2,Recall,purple3,purple
0,bh,2,Recall,purple4,purple
0,bh,2,Recall,red1,red
0,bh,2,Recall,red2,red
0.5,bh,2,Recall,red3,red
0,bh,2,Recall,red4,red
0.75,bi,0,Recall,blue1,blue
0.5,bi,0,Recall,blue2,blue
0.75,bi,0,Recall,blue3,blue
1,bi,0,Recall,blue4,blue
0.75,bi,0,Recall,green1,green
1,bi,0,Recall,green2,green
1,bi,0,Recall,green3,green
0.5,bi,0,Recall,green4,green
0.5,bi,0,Recall,purple1,purple
0.75,bi,0,Recall,purple2,purple
0.25,bi,0,Recall,purple3,purple
0.75,bi,0,Recall,purple4,purple
0.5,bi,0,Recall,red1,red
0.75,bi,0,Recall,red2,red
0.75,bi,0,Recall,red3,red
0.75,bi,0,Recall,red4,red
0.5,bi,1,Recall,blue1,blue
0.75,bi,1,Recall,blue2,blue
1,bi,1,Recall,blue3,blue
1,bi,1,Recall,blue4,blue
0.25,bi,1,Recall,green1,green
0,bi,1,Recall,green2,green
0.75,bi,1,Recall,green3,green
0.5,bi,1,Recall,green4,green
0.25,bi,1,Recall,purple1,purple
0.75,bi,1,Recall,purple2,purple
0.25,bi,1,Recall,purple3,purple
0.75,bi,1,Recall,purple4,purple
1,bi,1,Recall,red1,red
0.75,bi,1,Recall,red2,red
0.75,bi,1,Recall,red3,red
0.75,bi,1,Recall,red4,red
0.75,bi,2,Recall,blue1,blue
0,bi,2,Recall,blue2,blue
1,bi,2,Recall,blue3,blue
0.5,bi,2,Recall,blue4,blue
1,bi,2,Recall,green1,green
0.75,bi,2,Recall,green2,green
0.25,bi,2,Recall,green3,green
0.25,bi,2,Recall,green4,green
0.5,bi,2,Recall,purple1,purple
0.5,bi,2,Recall,purple2,purple
0.75,bi,2,Recall,purple3,purple
0.5,bi,2,Recall,purple4,purple
0.25,bi,2,Recall,red1,red
0.25,bi,2,Recall,red2,red
0.25,bi,2,Recall,red3,red
1,bi,2,Recall,red4,red
0.25,bj,0,Recall,blue1,blue
0.5,bj,0,Recall,blue2,blue
0,bj,0,Recall,blue3,blue
0.5,bj,0,Recall,blue4,blue
0,bj,0,Recall,green1,green
0,bj,0,Recall,green2,green
0.75,bj,0,Recall,green3,green
0.25,bj,0,Recall,green4,green
0.5,bj,0,Recall,purple1,purple
1,bj,0,Recall,purple2,purple
0.25,bj,0,Recall,purple3,purple
0.5,bj,0,Recall,purple4,purple
0.25,bj,0,Recall,red1,red
0.25,bj,0,Recall,red2,red
0.5,bj,0,Recall,red3,red
1,bj,0,Recall,red4,red
0.25,bj,1,Recall,blue1,blue
0.5,bj,1,Recall,blue2,blue
0.25,bj,1,Recall,blue3,blue
0.75,bj,1,Recall,blue4,blue
0.5,bj,1,Recall,green1,green
0.75,bj,1,Recall,green2,green
0.25,bj,1,Recall,green3,green
0,bj,1,Recall,green4,green
0.5,bj,1,Recall,purple1,purple
0.75,bj,1,Recall,purple2,purple
0.75,bj,1,Recall,purple3,purple
0,bj,1,Recall,purple4,purple
0.25,bj,1,Recall,red1,red
0,bj,1,Recall,red2,red
0.5,bj,1,Recall,red3,red
0.75,bj,1,Recall,red4,red
0.25,bj,2,Recall,blue1,blue
0.75,bj,2,Recall,blue2,blue
0,bj,2,Recall,blue3,blue
0.5,bj,2,Recall,blue4,blue
0.25,bj,2,Recall,green1,green
0.5,bj,2,Recall,green2,green
0,bj,2,Recall,green3,green
0.75,bj,2,Recall,green4,green
0,bj,2,Recall,purple1,purple
0.5,bj,2,Recall,purple2,purple
0.5,bj,2,Recall,purple3,purple
0.25,bj,2,Recall,purple4,purple
0.5,bj,2,Recall,red1,red
0.25,bj,2,Recall,red2,red
0.5,bj,2,Recall,red3,red
0.25,bj,2,Recall,red4,red
0.25,ca,0,Correspondence,blue1,blue
0,ca,0,Correspondence,blue2,blue
0,ca,0,Correspondence,blue3,blue
0.25,ca,0,Correspondence,blue4,blue
0.75,ca,0,Correspondence,green1,green
0.75,ca,0,Correspondence,green2,green
0,ca,0,Correspondence,green3,green
0.25,ca,0,Correspondence,green4,green
0,ca,0,Correspondence,purple1,purple
0.5,ca,0,Correspondence,purple2,purple
0.5,ca,0,Correspondence,purple3,purple
0,ca,0,Correspondence,purple4,purple
0,ca,0,Correspondence,red1,red
0,ca,0,Correspondence,red2,red
0,ca,0,Correspondence,red3,red
0.5,ca,0,Correspondence,red4,red
0,ca,1,Correspondence,blue1,blue
0,ca,1,Correspondence,blue2,blue
0,ca,1,Correspondence,blue3,blue
0.25,ca,1,Correspondence,blue4,blue
0.5,ca,1,Correspondence,green1,green
0.25,ca,1,Correspondence,green2,green
0,ca,1,Correspondence,green3,green
0,ca,1,Correspondence,green4,green
0,ca,1,Correspondence,purple1,purple
0,ca,1,Correspondence,purple2,purple
0,ca,1,Correspondence,purple3,purple
0,ca,1,Correspondence,purple4,purple
0,ca,1,Correspondence,red1,red
0,ca,1,Correspondence,red2,red
0,ca,1,Correspondence,red3,red
0.5,ca,1,Correspondence,red4,red
0,ca,2,Correspondence,blue1,blue
0.5,ca,2,Correspondence,blue2,blue
0,ca,2,Correspondence,blue3,blue
0,ca,2,Correspondence,blue4,blue
0.75,ca,2,Correspondence,green1,green
0,ca,2,Correspondence,green2,green
0.25,ca,2,Correspondence,green3,green
0,ca,2,Correspondence,green4,green
0,ca,2,Correspondence,purple1,purple
0,ca,2,Correspondence,purple2,purple
0.5,ca,2,Correspondence,purple3,purple
0,ca,2,Correspondence,purple4,purple
0,ca,2,Correspondence,red1,red
0,ca,2,Correspondence,red2,red
0,ca,2,Correspondence,red3,red
0,ca,2,Correspondence,red4,red
0,cb,0,Correspondence,blue1,blue
0,cb,0,Correspondence,blue2,blue
0,cb,0,Correspondence,blue3,blue
0.5,cb,0,Correspondence,blue4,blue
0,cb,0,Correspondence,green1,green
0.75,cb,0,Correspondence,green2,green
0.5,cb,0,Correspondence,green3,green
0.75,cb,0,Correspondence,green4,green
0.75,cb,0,Correspondence,purple1,purple
0.5,cb,0,Correspondence,purple2,purple
0.75,cb,0,Correspondence,purple3,purple
0.25,cb,0,Correspondence,purple4,purple
0.25,cb,0,Correspondence,red1,red
0.75,cb,0,Correspondence,red2,red
1,cb,0,Correspondence,red3,red
0.75,cb,0,Correspondence,red4,red
0,cb,1,Correspondence,blue1,blue
0,cb,1,Correspondence,blue2,blue
0,cb,1,Correspondence,blue3,blue
0,cb,1,Correspondence,blue4,blue
0.25,cb,1,Correspondence,green1,green
0.75,cb,1,Correspondence,green2,green
0.5,cb,1,Correspondence,green3,green
0.5,cb,1,Correspondence,green4,green
1,cb,1,Correspondence,purple1,purple
0,cb,1,Correspondence,purple2,purple
0.75,cb,1,Correspondence,purple3,purple
0.75,cb,1,Correspondence,purple4,purple
0.5,cb,1,Correspondence,red1,red
0.75,cb,1,Correspondence,red2,red
1,cb,1,Correspondence,red3,red
1,cb,1,Correspondence,red4,red
0,cb,2,Correspondence,blue1,blue
0,cb,2,Correspondence,blue2,blue
0,cb,2,Correspondence,blue3,blue
0,cb,2,Correspondence,blue4,blue
0,cb,2,Correspondence,green1,green
0.75,cb,2,Correspondence,green2,green
0,cb,2,Correspondence,green3,green
0.5,cb,2,Correspondence,green4,green
1,cb,2,Correspondence,purple1,purple
0.75,cb,2,Correspondence,purple2,purple
0,cb,2,Correspondence,purple3,purple
0.5,cb,2,Correspondence,purple4,purple
0,cb,2,Correspondence,red1,red
0.75,cb,2,Correspondence,red2,red
0.75,cb,2,Correspondence,red3,red
0.75,cb,2,Correspondence,red4,red
0.25,cc,0,Correspondence,blue1,blue
0.75,cc,0,Correspondence,blue2,blue
0.5,cc,0,Correspondence,blue3,blue
0.5,cc,0,Correspondence,blue4,blue
1,cc,0,Correspondence,green1,green
0.25,cc,0,Correspondence,green2,green
0.5,cc,0,Correspondence,green3,green
0,cc,0,Correspondence,green4,green
0.5,cc,0,Correspondence,purple1,purple
0,cc,0,Correspondence,purple2,purple
0.75,cc,0,Correspondence,purple3,purple
0,cc,0,Correspondence,purple4,purple
0.5,cc,0,Correspondence,red1,red
0.25,cc,0,Correspondence,red2,red
0.25,cc,0,Correspondence,red3,red
0.75,cc,0,Correspondence,red4,red
0.25,cc,1,Correspondence,blue1,blue
0.25,cc,1,Correspondence,blue2,blue
0.25,cc,1,Correspondence,blue3,blue
0.25,cc,1,Correspondence,blue4,blue
0.25,cc,1,Correspondence,green1,green
0,cc,1,Correspondence,green2,green
0,cc,1,Correspondence,green3,green
0,cc,1,Correspondence,green4,green
0.25,cc,1,Correspondence,purple1,purple
0,cc,1,Correspondence,purple2,purple
0.75,cc,1,Correspondence,purple3,purple
0.75,cc,1,Correspondence,purple4,purple
0,cc,1,Correspondence,red1,red
0,cc,1,Correspondence,red2,red
0.25,cc,1,Correspondence,red3,red
0,cc,1,Correspondence,red4,red
0.25,cc,2,Correspondence,blue1,blue
0.5,cc,2,Correspondence,blue2,blue
0.5,cc,2,Correspondence,blue3,blue
0.25,cc,2,Correspondence,blue4,blue
0,cc,2,Correspondence,green1,green
0,cc,2,Correspondence,green2,green
0.25,cc,2,Correspondence,green3,green
0.25,cc,2,Correspondence,green4,green
0.5,cc,2,Correspondence,purple1,purple
0.25,cc,2,Correspondence,purple2,purple
0.5,cc,2,Correspondence,purple3,purple
0.25,cc,2,Correspondence,purple4,purple
0.25,cc,2,Correspondence,red1,red
0.25,cc,2,Correspondence,red2,red
0,cc,2,Correspondence,red3,red
0.25,cc,2,Correspondence,red4,red
0,cd,0,Correspondence,blue1,blue
0,cd,0,Correspondence,blue2,blue
0.75,cd,0,Correspondence,blue3,blue
0.75,cd,0,Correspondence,blue4,blue
0.5,cd,0,Correspondence,green1,green
0,cd,0,Correspondence,green2,green
0.5,cd,0,Correspondence,green3,green
0.5,cd,0,Correspondence,green4,green
0,cd,0,Correspondence,purple1,purple
0,cd,0,Correspondence,purple2,purple
0.25,cd,0,Correspondence,purple3,purple
1,cd,0,Correspondence,purple4,purple
0,cd,0,Correspondence,red1,red
0,cd,0,Correspondence,red2,red
0.25,cd,0,Correspondence,red3,red
0.5,cd,0,Correspondence,red4,red
0,cd,1,Correspondence,blue1,blue
0,cd,1,Correspondence,blue2,blue
0.75,cd,1,Correspondence,blue3,blue
0.25,cd,1,Correspondence,blue4,blue
0.25,cd,1,Correspondence,green1,green
0,cd,1,Correspondence,green2,green
0,cd,1,Correspondence,green3,green
0.75,cd,1,Correspondence,green4,green
0.25,cd,1,Correspondence,purple1,purple
0,cd,1,Correspondence,purple2,purple
0.5,cd,1,Correspondence,purple3,purple
1,cd,1,Correspondence,purple4,purple
0,cd,1,Correspondence,red1,red
0,cd,1,Correspondence,red2,red
0,cd,1,Correspondence,red3,red
0.25,cd,1,Correspondence,red4,red
0,cd,2,Correspondence,blue1,blue
0,cd,2,Correspondence,blue2,blue
0,cd,2,Correspondence,blue3,blue
0,cd,2,Correspondence,blue4,blue
0,cd,2,Correspondence,green1,green
0,cd,2,Correspondence,green2,green
0,cd,2,Correspondence,green3,green
0,cd,2,Correspondence,green4,green
0,cd,2,Correspondence,purple1,purple
0,cd,2,Correspondence,purple2,purple
0,cd,2,Correspondence,purple3,purple
0,cd,2,Correspondence,purple4,purple
0,cd,2,Correspondence,red1,red
0,cd,2,Correspondence,red2,red
0,cd,2,Correspondence,red3,red
0,cd,2,Correspondence,red4,red
0.5,ce,0,Correspondence,blue1,blue
0,ce,0,Correspondence,blue2,blue
0.25,ce,0,Correspondence,blue3,blue
0.25,ce,0,Correspondence,blue4,blue
0,ce,0,Correspondence,green1,green
0,ce,0,Correspondence,green2,green
0.5,ce,0,Correspondence,green3,green
1,ce,0,Correspondence,green4,green
0.5,ce,0,Correspondence,purple1,purple
0.75,ce,0,Correspondence,purple2,purple
0,ce,0,Correspondence,purple3,purple
0.5,ce,0,Correspondence,purple4,purple
1,ce,0,Correspondence,red1,red
0,ce,0,Correspondence,red2,red
0.5,ce,0,Correspondence,red3,red
0.5,ce,0,Correspondence,red4,red
0.5,ce,1,Correspondence,blue1,blue
0.25,ce,1,Correspondence,blue2,blue
0.5,ce,1,Correspondence,blue3,blue
0.25,ce,1,Correspondence,blue4,blue
0.5,ce,1,Correspondence,green1,green
0.75,ce,1,Correspondence,green2,green
0.5,ce,1,Correspondence,green3,green
0.75,ce,1,Correspondence,green4,green
0,ce,1,Correspondence,purple1,purple
0.75,ce,1,Correspondence,purple2,purple
0.75,ce,1,Correspondence,purple3,purple
0.25,ce,1,Correspondence,purple4,purple
0,ce,1,Correspondence,red1,red
0.25,ce,1,Correspondence,red2,red
0.25,ce,1,Correspondence,red3,red
0.5,ce,1,Correspondence,red4,red
0.5,ce,2,Correspondence,blue1,blue
0,ce,2,Correspondence,blue2,blue
0.25,ce,2,Correspondence,blue3,blue
0.5,ce,2,Correspondence,blue4,blue
0.25,ce,2,Correspondence,green1,green
0.75,ce,2,Correspondence,green2,green
0.25,ce,2,Correspondence,green3,green
0.25,ce,2,Correspondence,green4,green
0.75,ce,2,Correspondence,purple1,purple
0.75,ce,2,Correspondence,purple2,purple
1,ce,2,Correspondence,purple3,purple
0.5,ce,2,Correspondence,purple4,purple
0.25,ce,2,Correspondence,red1,red
0.5,ce,2,Correspondence,red2,red
0.25,ce,2,Correspondence,red3,red
0,ce,2,Correspondence,red4,red
0,cf,0,Correspondence,blue1,blue
0,cf,0,Correspondence,blue2,blue
0.75,cf,0,Correspondence,blue3,blue
0,cf,0,Correspondence,blue4,blue
0.5,cf,0,Correspondence,green1,green
0.5,cf,0,Correspondence,green2,green
0.5,cf,0,Correspondence,green3,green
0.5,cf,0,Correspondence,green4,green
0.5,cf,0,Correspondence,purple1,purple
1,cf,0,Correspondence,purple2,purple
0.25,cf,0,Correspondence,purple3,purple
0.5,cf,0,Correspondence,purple4,purple
0.5,cf,0,Correspondence,red1,red
0.5,cf,0,Correspondence,red2,red
0.25,cf,0,Correspondence,red3,red
0,cf,0,Correspondence,red4,red
0,cf,1,Correspondence,blue1,blue
0,cf,1,Correspondence,blue2,blue
0.25,cf,1,Correspondence,blue3,blue
0,cf,1,Correspondence,blue4,blue
0.25,cf,1,Correspondence,green1,green
0.5,cf,1,Correspondence,green2,green
0.5,cf,1,Correspondence,green3,green
0.5,cf,1,Correspondence,green4,green
0.25,cf,1,Correspondence,purple1,purple
0.25,cf,1,Correspondence,purple2,purple
0,cf,1,Correspondence,purple3,purple
0.25,cf,1,Correspondence,purple4,purple
0.25,cf,1,Correspondence,red1,red
0,cf,1,Correspondence,red2,red
0.25,cf,1,Correspondence,red3,red
0,cf,1,Correspondence,red4,red
0,cf,2,Correspondence,blue1,blue
0,cf,2,Correspondence,blue2,blue
0,cf,2,Correspondence,blue3,blue
0,cf,2,Correspondence,blue4,blue
0.25,cf,2,Correspondence,green1,green
0.75,cf,2,Correspondence,green2,green
0.25,cf,2,Correspondence,green3,green
0,cf,2,Correspondence,green4,green
0.25,cf,2,Correspondence,purple1,purple
0.25,cf,2,Correspondence,purple2,purple
0,cf,2,Correspondence,purple3,purple
0.25,cf,2,Correspondence,purple4,purple
0.25,cf,2,Correspondence,red1,red
0,cf,2,Correspondence,red2,red
0,cf,2,Correspondence,red3,red
0,cf,2,Correspondence,red4,red
0.5,cg,0,Correspondence,blue1,blue
0.75,cg,0,Correspondence,blue2,blue
0.25,cg,0,Correspondence,blue3,blue
0.25,cg,0,Correspondence,blue4,blue
0.5,cg,0,Correspondence,green1,green
0.25,cg,0,Correspondence,green2,green
0.75,cg,0,Correspondence,green3,green
0,cg,0,Correspondence,green4,green
0.5,cg,0,Correspondence,purple1,purple
0.75,cg,0,Correspondence,purple2,purple
0.5,cg,0,Correspondence,purple3,purple
0.75,cg,0,Correspondence,purple4,purple
1,cg,0,Correspondence,red1,red
1,cg,0,Correspondence,red2,red
0.25,cg,0,Correspondence,red3,red
0.5,cg,0,Correspondence,red4,red
0.5,cg,1,Correspondence,blue1,blue
0.5,cg,1,Correspondence,blue2,blue
0,cg,1,Correspondence,blue3,blue
0.5,cg,1,Correspondence,blue4,blue
0,cg,1,Correspondence,green1,green
0,cg,1,Correspondence,green2,green
0.25,cg,1,Correspondence,green3,green
0.25,cg,1,Correspondence,green4,green
0.5,cg,1,Correspondence,purple1,purple
0,cg,1,Correspondence,purple2,purple
0.75,cg,1,Correspondence,purple3,purple
0.25,cg,1,Correspondence,purple4,purple
0.75,cg,1,Correspondence,red1,red
0.75,cg,1,Correspondence,red2,red
0.75,cg,1,Correspondence,red3,red
0.25,cg,1,Correspondence,red4,red
0.25,cg,2,Correspondence,blue1,blue
0.25,cg,2,Correspondence,blue2,blue
0.5,cg,2,Correspondence,blue3,blue
0.25,cg,2,Correspondence,blue4,blue
0.25,cg,2,Correspondence,green1,green
0.5,cg,2,Correspondence,green2,green
0.75,cg,2,Correspondence,green3,green
0.25,cg,2,Correspondence,green4,green
0.25,cg,2,Correspondence,purple1,purple
0.5,cg,2,Correspondence,purple2,purple
0.25,cg,2,Correspondence,purple3,purple
0.75,cg,2,Correspondence,purple4,purple
0.5,cg,2,Correspondence,red1,red
0.5,cg,2,Correspondence,red2,red
0.5,cg,2,Correspondence,red3,red
0.75,cg,2,Correspondence,red4,red
0.75,ch,0,Correspondence,blue1,blue
1,ch,0,Correspondence,blue2,blue
0.5,ch,0,Correspondence,blue3,blue
0.5,ch,0,Correspondence,blue4,blue
0.75,ch,0,Correspondence,green1,green
0.5,ch,0,Correspondence,green2,green
1,ch,0,Correspondence,green3,green
0.75,ch,0,Correspondence,green4,green
0.25,ch,0,Correspondence,purple1,purple
0.25,ch,0,Correspondence,purple2,purple
0.25,ch,0,Correspondence,purple3,purple
0.25,ch,0,Correspondence,purple4,purple
0,ch,0,Correspondence,red1,red
0,ch,0,Correspondence,red2,red
0.75,ch,0,Correspondence,red3,red
0.25,ch,0,Correspondence,red4,red
0.75,ch,1,Correspondence,blue1,blue
0.25,ch,1,Correspondence,blue2,blue
0.5,ch,1,Correspondence,blue3,blue
0.25,ch,1,Correspondence,blue4,blue
0.75,ch,1,Correspondence,green1,green
0.5,ch,1,Correspondence,green2,green
0,ch,1,Correspondence,green3,green
0,ch,1,Correspondence,green4,green
0.25,ch,1,Correspondence,purple1,purple
0.25,ch,1,Correspondence,purple2,purple
0.5,ch,1,Correspondence,purple3,purple
1,ch,1,Correspondence,purple4,purple
0,ch,1,Correspondence,red1,red
0,ch,1,Correspondence,red2,red
0.25,ch,1,Correspondence,red3,red
0,ch,1,Correspondence,red4,red
0,ch,2,Correspondence,blue1,blue
0,ch,2,Correspondence,blue2,blue
0,ch,2,Correspondence,blue3,blue
0.5,ch,2,Correspondence,blue4,blue
0,ch,2,Correspondence,green1,green
0.25,ch,2,Correspondence,green2,green
0,ch,2,Correspondence,green3,green
0,ch,2,Correspondence,green4,green
0,ch,2,Correspondence,purple1,purple
0.25,ch,2,Correspondence,purple2,purple
0,ch,2,Correspondence,purple3,purple
0.25,ch,2,Correspondence,purple4,purple
0.25,ch,2,Correspondence,red1,red
0,ch,2,Correspondence,red2,red
0.25,ch,2,Correspondence,red3,red
0.5,ch,2,Correspondence,red4,red
0.25,ci,0,Correspondence,blue1,blue
0.25,ci,0,Correspondence,blue2,blue
0.75,ci,0,Correspondence,blue3,blue
0.5,ci,0,Correspondence,blue4,blue
0,ci,0,Correspondence,green1,green
0.75,ci,0,Correspondence,green2,green
0.75,ci,0,Correspondence,green3,green
0.5,ci,0,Correspondence,green4,green
0.75,ci,0,Correspondence,purple1,purple
0.25,ci,0,Correspondence,purple2,purple
0,ci,0,Correspondence,purple3,purple
0.5,ci,0,Correspondence,purple4,purple
0,ci,0,Correspondence,red1,red
0,ci,0,Correspondence,red2,red
0,ci,0,Correspondence,red3,red
0,ci,0,Correspondence,red4,red
0,ci,1,Correspondence,blue1,blue
0.5,ci,1,Correspondence,blue2,blue
0.25,ci,1,Correspondence,blue3,blue
0.75,ci,1,Correspondence,blue4,blue
0,ci,1,Correspondence,green1,green
0.75,ci,1,Correspondence,green2,green
0,ci,1,Correspondence,green3,green
0.5,ci,1,Correspondence,green4,green
0,ci,1,Correspondence,purple1,purple
0,ci,1,Correspondence,purple2,purple
0,ci,1,Correspondence,purple3,purple
0,ci,1,Correspondence,purple4,purple
0,ci,1,Correspondence,red1,red
0,ci,1,Correspondence,red2,red
0,ci,1,Correspondence,red3,red
0,ci,1,Correspondence,red4,red
0.25,ci,2,Correspondence,blue1,blue
0,ci,2,Correspondence,blue2,blue
0,ci,2,Correspondence,blue3,blue
0,ci,2,Correspondence,blue4,blue
0,ci,2,Correspondence,green1,green
0,ci,2,Correspondence,green2,green
0,ci,2,Correspondence,green3,green
0,ci,2,Correspondence,green4,green
0,ci,2,Correspondence,purple1,purple
0,ci,2,Correspondence,purple2,purple
0,ci,2,Correspondence,purple3,purple
0,ci,2,Correspondence,purple4,purple
0,ci,2,Correspondence,red1,red
0,ci,2,Correspondence,red2,red
0,ci,2,Correspondence,red3,red
0,ci,2,Correspondence,red4,red
0.75,cj,0,Correspondence,blue1,blue
0.75,cj,0,Correspondence,blue2,blue
0.5,cj,0,Correspondence,blue3,blue
0,cj,0,Correspondence,blue4,blue
0,cj,0,Correspondence,green1,green
0.5,cj,0,Correspondence,green2,green
0.75,cj,0,Correspondence,green3,green
0.25,cj,0,Correspondence,green4,green
0.25,cj,0,Correspondence,purple1,purple
0.25,cj,0,Correspondence,purple2,purple
0.75,cj,0,Correspondence,purple3,purple
0.25,cj,0,Correspondence,purple4,purple
0.5,cj,0,Correspondence,red1,red
0,cj,0,Correspondence,red2,red
0.5,cj,0,Correspondence,red3,red
0,cj,0,Correspondence,red4,red
0.5,cj,1,Correspondence,blue1,blue
0.75,cj,1,Correspondence,blue2,blue
0.5,cj,1,Correspondence,blue3,blue
0,cj,1,Correspondence,blue4,blue
0,cj,1,Correspondence,green1,green
0.75,cj,1,Correspondence,green2,green
0.5,cj,1,Correspondence,green3,green
0,cj,1,Correspondence,green4,green
