target,distractor1,distractor2,distractor3,symbol,response,selected,context,trial,block,condition,participant,response.new,num.array,category
green_4,blue_4,red_4,purple_4,s8,correct,green_4,c4,59,3,Correspondence,cj,1,4,green
red_1,blue_1,green_1,purple_1,s13,incorrect,green_1,c1,60,3,Correspondence,cj,0,4,red
blue_1,green_1,red_1,purple_1,s2,incorrect,red_1,c1,61,3,Correspondence,cj,0,4,blue
purple_1,blue_1,green_1,red_1,s15,correct,purple_1,c1,62,3,Correspondence,cj,1,4,purple
purple_2,blue_2,green_2,red_2,s14,incorrect,green_2,c2,63,3,Correspondence,cj,0,4,purple
blue_1,green_1,red_1,purple_1,s3,incorrect,green_1,c1,0,0,Correspondence,ck,0,4,blue
blue_3,green_3,red_3,purple_3,s2,correct,blue_3,c3,1,0,Correspondence,ck,1,4,blue
green_4,blue_4,red_4,purple_4,s16,incorrect,purple_4,c4,2,0,Correspondence,ck,0,4,green
red_3,blue_3,green_3,purple_3,s1,correct,red_3,c3,3,0,Correspondence,ck,1,4,red
blue_4,green_4,red_4,purple_4,s4,incorrect,green_4,c4,4,0,Correspondence,ck,0,4,blue
green_1,blue_1,red_1,purple_1,s1,incorrect,red_1,c1,5,0,Correspondence,ck,0,4,green
red_1,blue_1,green_1,purple_1,s2,incorrect,blue_1,c1,6,0,Correspondence,ck,0,4,red
purple_1,blue_1,green_1,red_1,s15,correct,purple_1,c1,7,0,Correspondence,ck,1,4,purple
red_2,blue_2,green_2,purple_2,s1,incorrect,purple_2,c2,8,0,Correspondence,ck,0,4,red
green_3,blue_3,red_3,purple_3,s13,incorrect,purple_3,c3,9,0,Correspondence,ck,0,4,green
red_4,blue_4,green_4,purple_4,s1,incorrect,purple_4,c4,10,0,Correspondence,ck,0,4,red
purple_4,blue_4,green_4,red_4,s15,incorrect,blue_4,c4,11,0,Correspondence,ck,0,4,purple
green_2,blue_2,red_2,purple_2,s9,correct,green_2,c2,12,0,Correspondence,ck,1,4,green
purple_3,blue_3,green_3,red_3,s14,correct,purple_3,c3,13,0,Correspondence,ck,1,4,purple
blue_2,green_2,red_2,purple_2,s2,incorrect,purple_2,c2,14,0,Correspondence,ck,0,4,blue
purple_2,blue_2,green_2,red_2,s13,incorrect,red_2,c2,15,0,Correspondence,ck,0,4,purple
blue_4,green_4,red_4,purple_4,s2,incorrect,red_4,c4,16,1,Correspondence,ck,0,4,blue
green_1,blue_1,red_1,purple_1,s12,incorrect,blue_1,c1,17,1,Correspondence,ck,0,4,green
red_4,blue_4,green_4,purple_4,s1,incorrect,green_4,c4,18,1,Correspondence,ck,0,4,red
blue_3,green_3,red_3,purple_3,s1,incorrect,red_3,c3,19,1,Correspondence,ck,0,4,blue
red_3,blue_3,green_3,purple_3,s2,correct,red_3,c3,20,1,Correspondence,ck,1,4,red
green_4,blue_4,red_4,purple_4,s15,incorrect,blue_4,c4,21,1,Correspondence,ck,0,4,green
purple_4,blue_4,green_4,red_4,s13,correct,purple_4,c4,22,1,Correspondence,ck,1,4,purple
purple_3,blue_3,green_3,red_3,s15,incorrect,red_3,c3,23,1,Correspondence,ck,0,4,purple
green_2,blue_2,red_2,purple_2,s12,incorrect,purple_2,c2,24,1,Correspondence,ck,0,4,green
red_2,blue_2,green_2,purple_2,s1,incorrect,green_2,c2,25,1,Correspondence,ck,0,4,red
red_1,blue_1,green_1,purple_1,s2,correct,red_1,c1,26,1,Correspondence,ck,1,4,red
purple_1,blue_1,green_1,red_1,s16,correct,purple_1,c1,27,1,Correspondence,ck,1,4,purple
purple_2,blue_2,green_2,red_2,s15,correct,purple_2,c2,28,1,Correspondence,ck,1,4,purple
green_3,blue_3,red_3,purple_3,s2,correct,green_3,c3,29,1,Correspondence,ck,1,4,green
blue_2,green_2,red_2,purple_2,s2,correct,blue_2,c2,30,1,Correspondence,ck,1,4,blue
blue_1,green_1,red_1,purple_1,s2,incorrect,red_1,c1,31,1,Correspondence,ck,0,4,blue
purple_4,blue_4,green_4,red_4,s16,correct,purple_4,c4,32,2,Correspondence,ck,1,4,purple
blue_2,green_2,red_2,purple_2,s2,incorrect,green_2,c2,33,2,Correspondence,ck,0,4,blue
red_2,blue_2,green_2,purple_2,s1,incorrect,blue_2,c2,34,2,Correspondence,ck,0,4,red
green_2,blue_2,red_2,purple_2,s15,incorrect,red_2,c2,35,2,Correspondence,ck,0,4,green
green_3,blue_3,red_3,purple_3,s16,correct,green_3,c3,36,2,Correspondence,ck,1,4,green
green_1,blue_1,red_1,purple_1,s16,correct,green_1,c1,37,2,Correspondence,ck,1,4,green
green_4,blue_4,red_4,purple_4,s16,correct,green_4,c4,38,2,Correspondence,ck,1,4,green
blue_4,green_4,red_4,purple_4,s2,incorrect,purple_4,c4,39,2,Correspondence,ck,0,4,blue
red_1,blue_1,green_1,purple_1,s1,incorrect,purple_1,c1,40,2,Correspondence,ck,0,4,red
purple_2,blue_2,green_2,red_2,s15,correct,purple_2,c2,41,2,Correspondence,ck,1,4,purple
purple_3,blue_3,green_3,red_3,s16,incorrect,green_3,c3,42,2,Correspondence,ck,0,4,purple
red_3,blue_3,green_3,purple_3,s4,incorrect,green_3,c3,43,2,Correspondence,ck,0,4,red
blue_1,green_1,red_1,purple_1,s2,incorrect,red_1,c1,44,2,Correspondence,ck,0,4,blue
red_4,blue_4,green_4,purple_4,s1,incorrect,blue_4,c4,45,2,Correspondence,ck,0,4,red
blue_3,green_3,red_3,purple_3,s2,incorrect,purple_3,c3,46,2,Correspondence,ck,0,4,blue
purple_1,blue_1,green_1,red_1,s16,incorrect,green_1,c1,47,2,Correspondence,ck,0,4,purple
green_4,blue_4,red_4,purple_4,s4,correct,green_4,c4,48,3,Correspondence,ck,1,4,green
purple_4,blue_4,green_4,red_4,s15,incorrect,green_4,c4,49,3,Correspondence,ck,0,4,purple
red_4,blue_4,green_4,purple_4,s16,incorrect,green_4,c4,50,3,Correspondence,ck,0,4,red
red_3,blue_3,green_3,purple_3,s1,incorrect,purple_3,c3,51,3,Correspondence,ck,0,4,red
purple_1,blue_1,green_1,red_1,s3,correct,purple_1,c1,52,3,Correspondence,ck,1,4,purple
blue_3,green_3,red_3,purple_3,s2,incorrect,purple_3,c3,53,3,Correspondence,ck,0,4,blue
blue_4,green_4,red_4,purple_4,s2,incorrect,green_4,c4,54,3,Correspondence,ck,0,4,blue
red_1,blue_1,green_1,purple_1,s1,incorrect,blue_1,c1,55,3,Correspondence,ck,0,4,red
blue_1,green_1,red_1,purple_1,s2,correct,blue_1,c1,56,3,Correspondence,ck,1,4,blue
green_1,blue_1,red_1,purple_1,s16,correct,green_1,c1,57,3,Correspondence,ck,1,4,green
red_2,blue_2,green_2,purple_2,s1,incorrect,green_2,c2,58,3,Correspondence,ck,0,4,red
purple_2,blue_2,green_2,red_2,s15,incorrect,red_2,c2,59,3,Correspondence,ck,0,4,purple
blue_2,green_2,red_2,purple_2,s2,incorrect,purple_2,c2,60,3,Correspondence,ck,0,4,blue
purple_3,blue_3,green_3,red_3,s15,incorrect,blue_3,c3,61,3,Correspondence,ck,0,4,purple
green_2,blue_2,red_2,purple_2,s16,correct,green_2,c2,62,3,Correspondence,ck,1,4,green
green_3,blue_3,red_3,purple_3,s16,correct,green_3,c3,63,3,Correspondence,ck,1,4,green
blue_1,green_1,red_1,purple_1,s13,incorrect,green_1,c1,0,0,Correspondence,cl,0,4,blue
red_2,blue_2,green_2,purple_2,s13,correct,red_2,c2,1,0,Correspondence,cl,1,4,red
green_2,blue_2,red_2,purple_2,s13,incorrect,red_2,c2,2,0,Correspondence,cl,0,4,green
red_1,blue_1,green_1,purple_1,s13,correct,red_1,c1,3,0,Correspondence,cl,1,4,red
green_3,blue_3,red_3,purple_3,s13,incorrect,red_3,c3,4,0,Correspondence,cl,0,4,green
purple_3,blue_3,green_3,red_3,s13,correct,purple_3,c3,5,0,Correspondence,cl,1,4,purple
blue_3,green_3,red_3,purple_3,s13,incorrect,red_3,c3,6,0,Correspondence,cl,0,4,blue
purple_2,blue_2,green_2,red_2,s15,incorrect,green_2,c2,7,0,Correspondence,cl,0,4,purple
purple_1,blue_1,green_1,red_1,s13,incorrect,red_1,c1,8,0,Correspondence,cl,0,4,purple
green_1,blue_1,red_1,purple_1,s13,incorrect,purple_1,c1,9,0,Correspondence,cl,0,4,green
purple_4,blue_4,green_4,red_4,s13,incorrect,red_4,c4,10,0,Correspondence,cl,0,4,purple
red_4,blue_4,green_4,purple_4,s16,incorrect,green_4,c4,11,0,Correspondence,cl,0,4,red
blue_2,green_2,red_2,purple_2,s13,incorrect,green_2,c2,12,0,Correspondence,cl,0,4,blue
red_3,blue_3,green_3,purple_3,s13,incorrect,blue_3,c3,13,0,Correspondence,cl,0,4,red
green_4,blue_4,red_4,purple_4,s13,incorrect,blue_4,c4,14,0,Correspondence,cl,0,4,green
blue_4,green_4,red_4,purple_4,s13,incorrect,green_4,c4,15,0,Correspondence,cl,0,4,blue
purple_3,blue_3,green_3,red_3,s2,incorrect,blue_3,c3,16,1,Correspondence,cl,0,4,purple
red_4,blue_4,green_4,purple_4,s13,correct,red_4,c4,17,1,Correspondence,cl,1,4,red
red_3,blue_3,green_3,purple_3,s14,incorrect,blue_3,c3,18,1,Correspondence,cl,0,4,red
purple_1,blue_1,green_1,red_1,s12,incorrect,green_1,c1,19,1,Correspondence,cl,0,4,purple
blue_2,green_2,red_2,purple_2,s13,incorrect,purple_2,c2,20,1,Correspondence,cl,0,4,blue
purple_4,blue_4,green_4,red_4,s2,incorrect,green_4,c4,21,1,Correspondence,cl,0,4,purple
green_2,blue_2,red_2,purple_2,s13,incorrect,blue_2,c2,22,1,Correspondence,cl,0,4,green
green_3,blue_3,red_3,purple_3,s13,correct,green_3,c3,23,1,Correspondence,cl,1,4,green
blue_1,green_1,red_1,purple_1,s13,correct,blue_1,c1,24,1,Correspondence,cl,1,4,blue
blue_3,green_3,red_3,purple_3,s13,incorrect,purple_3,c3,25,1,Correspondence,cl,0,4,blue
red_2,blue_2,green_2,purple_2,s12,incorrect,blue_2,c2,26,1,Correspondence,cl,0,4,red
blue_4,green_4,red_4,purple_4,s13,incorrect,green_4,c4,27,1,Correspondence,cl,0,4,blue
green_4,blue_4,red_4,purple_4,s13,incorrect,blue_4,c4,28,1,Correspondence,cl,0,4,green
purple_2,blue_2,green_2,red_2,s12,incorrect,blue_2,c2,29,1,Correspondence,cl,0,4,purple
red_1,blue_1,green_1,purple_1,s4,incorrect,green_1,c1,30,1,Correspondence,cl,0,4,red
green_1,blue_1,red_1,purple_1,s13,incorrect,red_1,c1,31,1,Correspondence,cl,0,4,green
green_4,blue_4,red_4,purple_4,s15,incorrect,blue_4,c4,32,2,Correspondence,cl,0,4,green
red_2,blue_2,green_2,purple_2,s4,incorrect,blue_2,c2,33,2,Correspondence,cl,0,4,red
purple_3,blue_3,green_3,red_3,s12,incorrect,green_3,c3,34,2,Correspondence,cl,0,4,purple
red_4,blue_4,green_4,purple_4,s8,incorrect,green_4,c4,35,2,Correspondence,cl,0,4,red
purple_1,blue_1,green_1,red_1,s11,incorrect,green_1,c1,36,2,Correspondence,cl,0,4,purple
purple_4,blue_4,green_4,red_4,s9,incorrect,red_4,c4,37,2,Correspondence,cl,0,4,purple
red_3,blue_3,green_3,purple_3,s12,incorrect,blue_3,c3,38,2,Correspondence,cl,0,4,red
purple_2,blue_2,green_2,red_2,s7,incorrect,green_2,c2,39,2,Correspondence,cl,0,4,purple
red_1,blue_1,green_1,purple_1,s4,incorrect,green_1,c1,40,2,Correspondence,cl,0,4,red
blue_3,green_3,red_3,purple_3,s14,incorrect,green_3,c3,41,2,Correspondence,cl,0,4,blue
green_1,blue_1,red_1,purple_1,s13,correct,green_1,c1,42,2,Correspondence,cl,1,4,green
blue_2,green_2,red_2,purple_2,s14,incorrect,purple_2,c2,43,2,Correspondence,cl,0,4,blue
blue_1,green_1,red_1,purple_1,s14,incorrect,purple_1,c1,44,2,Correspondence,cl,0,4,blue
green_3,blue_3,red_3,purple_3,s13,incorrect,purple_3,c3,45,2,Correspondence,cl,0,4,green
green_2,blue_2,red_2,purple_2,s13,correct,green_2,c2,46,2,Correspondence,cl,1,4,green
blue_4,green_4,red_4,purple_4,s6,incorrect,purple_4,c4,47,2,Correspondence,cl,0,4,blue
green_2,blue_2,red_2,purple_2,s13,incorrect,blue_2,c2,48,3,Correspondence,cl,0,4,green
red_2,blue_2,green_2,purple_2,s4,incorrect,blue_2,c2,49,3,Correspondence,cl,0,4,red
blue_1,green_1,red_1,purple_1,s2,incorrect,red_1,c1,50,3,Correspondence,cl,0,4,blue
purple_1,blue_1,green_1,red_1,s15,incorrect,red_1,c1,51,3,Correspondence,cl,0,4,purple
red_3,blue_3,green_3,purple_3,s8,incorrect,purple_3,c3,52,3,Correspondence,cl,0,4,red
purple_4,blue_4,green_4,red_4,s11,incorrect,green_4,c4,53,3,Correspondence,cl,0,4,purple
red_4,blue_4,green_4,purple_4,s8,incorrect,green_4,c4,54,3,Correspondence,cl,0,4,red
purple_2,blue_2,green_2,red_2,s11,incorrect,green_2,c2,55,3,Correspondence,cl,0,4,purple
purple_3,blue_3,green_3,red_3,s11,incorrect,blue_3,c3,56,3,Correspondence,cl,0,4,purple
green_1,blue_1,red_1,purple_1,s13,incorrect,purple_1,c1,57,3,Correspondence,cl,0,4,green
blue_3,green_3,red_3,purple_3,s6,incorrect,red_3,c3,58,3,Correspondence,cl,0,4,blue
green_4,blue_4,red_4,purple_4,s9,incorrect,purple_4,c4,59,3,Correspondence,cl,0,4,green
blue_4,green_4,red_4,purple_4,s6,correct,blue_4,c4,60,3,Correspondence,cl,1,4,blue
red_1,blue_1,green_1,purple_1,s4,incorrect,purple_1,c1,61,3,Correspondence,cl,0,4,red
green_3,blue_3,red_3,purple_3,s9,incorrect,red_3,c3,62,3,Correspondence,cl,0,4,green
blue_2,green_2,red_2,purple_2,s14,incorrect,green_2,c2,63,3,Correspondence,cl,0,4,blue
green_3,blue_3,red_3,purple_3,s14,incorrect,blue_3,c3,0,0,Correspondence,cm,0,4,green
blue_2,green_2,red_2,purple_2,s4,incorrect,green_2,c2,1,0,Correspondence,cm,0,4,blue
purple_1,blue_1,green_1,red_1,s5,incorrect,red_1,c1,2,0,Correspondence,cm,0,4,purple
green_4,blue_4,red_4,purple_4,s15,incorrect,red_4,c4,3,0,Correspondence,cm,0,4,green
green_2,blue_2,red_2,purple_2,s13,incorrect,red_2,c2,4,0,Correspondence,cm,0,4,green
blue_4,green_4,red_4,purple_4,s1,incorrect,red_4,c4,5,0,Correspondence,cm,0,4,blue
red_1,blue_1,green_1,purple_1,s10,incorrect,blue_1,c1,6,0,Correspondence,cm,0,4,red
red_3,blue_3,green_3,purple_3,s10,incorrect,purple_3,c3,7,0,Correspondence,cm,0,4,red
green_1,blue_1,red_1,purple_1,s14,incorrect,blue_1,c1,8,0,Correspondence,cm,0,4,green
blue_1,green_1,red_1,purple_1,s2,correct,blue_1,c1,9,0,Correspondence,cm,1,4,blue
red_4,blue_4,green_4,purple_4,s12,incorrect,green_4,c4,10,0,Correspondence,cm,0,4,red
purple_4,blue_4,green_4,red_4,s12,incorrect,red_4,c4,11,0,Correspondence,cm,0,4,purple
red_2,blue_2,green_2,purple_2,s11,incorrect,purple_2,c2,12,0,Correspondence,cm,0,4,red
blue_3,green_3,red_3,purple_3,s1,correct,blue_3,c3,13,0,Correspondence,cm,1,4,blue
purple_3,blue_3,green_3,red_3,s9,incorrect,blue_3,c3,14,0,Correspondence,cm,0,4,purple
purple_2,blue_2,green_2,red_2,s8,incorrect,red_2,c2,15,0,Correspondence,cm,0,4,purple
red_1,blue_1,green_1,purple_1,s11,correct,red_1,c1,16,1,Correspondence,cm,1,4,red
purple_4,blue_4,green_4,red_4,s10,incorrect,red_4,c4,17,1,Correspondence,cm,0,4,purple
purple_2,blue_2,green_2,red_2,s8,correct,purple_2,c2,18,1,Correspondence,cm,1,4,purple
blue_3,green_3,red_3,purple_3,s3,correct,blue_3,c3,19,1,Correspondence,cm,1,4,blue
purple_3,blue_3,green_3,red_3,s12,incorrect,green_3,c3,20,1,Correspondence,cm,0,4,purple
red_4,blue_4,green_4,purple_4,s10,correct,red_4,c4,21,1,Correspondence,cm,1,4,red
blue_4,green_4,red_4,purple_4,s4,incorrect,green_4,c4,22,1,Correspondence,cm,0,4,blue
green_2,blue_2,red_2,purple_2,s16,correct,green_2,c2,23,1,Correspondence,cm,1,4,green
green_3,blue_3,red_3,purple_3,s1,incorrect,blue_3,c3,24,1,Correspondence,cm,0,4,green
blue_2,green_2,red_2,purple_2,s1,incorrect,green_2,c2,25,1,Correspondence,cm,0,4,blue
blue_1,green_1,red_1,purple_1,s2,incorrect,green_1,c1,26,1,Correspondence,cm,0,4,blue
purple_1,blue_1,green_1,red_1,s6,correct,purple_1,c1,27,1,Correspondence,cm,1,4,purple
green_1,blue_1,red_1,purple_1,s2,incorrect,red_1,c1,28,1,Correspondence,cm,0,4,green
green_4,blue_4,red_4,purple_4,s4,incorrect,red_4,c4,29,1,Correspondence,cm,0,4,green
red_3,blue_3,green_3,purple_3,s11,correct,red_3,c3,30,1,Correspondence,cm,1,4,red
red_2,blue_2,green_2,purple_2,s9,incorrect,purple_2,c2,31,1,Correspondence,cm,0,4,red
red_2,blue_2,green_2,purple_2,s10,incorrect,purple_2,c2,32,2,Correspondence,cm,0,4,red
blue_3,green_3,red_3,purple_3,s3,incorrect,red_3,c3,33,2,Correspondence,cm,0,4,blue
blue_4,green_4,red_4,purple_4,s4,incorrect,green_4,c4,34,2,Correspondence,cm,0,4,blue
blue_1,green_1,red_1,purple_1,s2,incorrect,green_1,c1,35,2,Correspondence,cm,0,4,blue
green_1,blue_1,red_1,purple_1,s2,incorrect,red_1,c1,36,2,Correspondence,cm,0,4,green
green_2,blue_2,red_2,purple_2,s4,incorrect,red_2,c2,37,2,Correspondence,cm,0,4,green
purple_3,blue_3,green_3,red_3,s11,incorrect,green_3,c3,38,2,Correspondence,cm,0,4,purple
red_3,blue_3,green_3,purple_3,s12,incorrect,blue_3,c3,39,2,Correspondence,cm,0,4,red
purple_2,blue_2,green_2,red_2,s8,incorrect,red_2,c2,40,2,Correspondence,cm,0,4,purple
purple_4,blue_4,green_4,red_4,s12,incorrect,blue_4,c4,41,2,Correspondence,cm,0,4,purple
green_4,blue_4,red_4,purple_4,s15,incorrect,red_4,c4,42,2,Correspondence,cm,0,4,green
green_3,blue_3,red_3,purple_3,s16,incorrect,red_3,c3,43,2,Correspondence,cm,0,4,green
blue_2,green_2,red_2,purple_2,s3,incorrect,red_2,c2,44,2,Correspondence,cm,0,4,blue
purple_1,blue_1,green_1,red_1,s6,correct,purple_1,c1,45,2,Correspondence,cm,1,4,purple
red_4,blue_4,green_4,purple_4,s10,incorrect,green_4,c4,46,2,Correspondence,cm,0,4,red
red_1,blue_1,green_1,purple_1,s10,correct,red_1,c1,47,2,Correspondence,cm,1,4,red
green_2,blue_2,red_2,purple_2,s14,incorrect,purple_2,c2,48,3,Correspondence,cm,0,4,green
blue_2,green_2,red_2,purple_2,s1,incorrect,green_2,c2,49,3,Correspondence,cm,0,4,blue
purple_2,blue_2,green_2,red_2,s6,correct,purple_2,c2,50,3,Correspondence,cm,1,4,purple
blue_3,green_3,red_3,purple_3,s1,incorrect,green_3,c3,51,3,Correspondence,cm,0,4,blue
red_3,blue_3,green_3,purple_3,s12,incorrect,blue_3,c3,52,3,Correspondence,cm,0,4,red
red_1,blue_1,green_1,purple_1,s10,incorrect,purple_1,c1,53,3,Correspondence,cm,0,4,red
red_2,blue_2,green_2,purple_2,s10,incorrect,purple_2,c2,54,3,Correspondence,cm,0,4,red
red_4,blue_4,green_4,purple_4,s10,incorrect,green_4,c4,55,3,Correspondence,cm,0,4,red
green_4,blue_4,red_4,purple_4,s15,correct,green_4,c4,56,3,Correspondence,cm,1,4,green
purple_4,blue_4,green_4,red_4,s11,incorrect,green_4,c4,57,3,Correspondence,cm,0,4,purple
purple_3,blue_3,green_3,red_3,s12,incorrect,red_3,c3,58,3,Correspondence,cm,0,4,purple
green_3,blue_3,red_3,purple_3,s16,incorrect,blue_3,c3,59,3,Correspondence,cm,0,4,green
green_1,blue_1,red_1,purple_1,s14,correct,green_1,c1,60,3,Correspondence,cm,1,4,green
blue_4,green_4,red_4,purple_4,s3,incorrect,purple_4,c4,61,3,Correspondence,cm,0,4,blue
purple_1,blue_1,green_1,red_1,s6,incorrect,blue_1,c1,62,3,Correspondence,cm,0,4,purple
blue_1,green_1,red_1,purple_1,s2,incorrect,red_1,c1,63,3,Correspondence,cm,0,4,blue
purple_1,blue_1,green_1,red_1,s16,correct,purple_1,c1,0,0,Correspondence,cn,1,4,purple
blue_1,green_1,red_1,purple_1,s14,incorrect,red_1,c1,1,0,Correspondence,cn,0,4,blue
green_4,blue_4,red_4,purple_4,s2,correct,green_4,c4,2,0,Correspondence,cn,1,4,green
purple_4,blue_4,green_4,red_4,s14,incorrect,blue_4,c4,3,0,Correspondence,cn,0,4,purple
purple_2,blue_2,green_2,red_2,s4,correct,purple_2,c2,4,0,Correspondence,cn,1,4,purple
green_3,blue_3,red_3,purple_3,s2,incorrect,red_3,c3,5,0,Correspondence,cn,0,4,green
green_2,blue_2,red_2,purple_2,s11,incorrect,red_2,c2,6,0,Correspondence,cn,0,4,green
red_4,blue_4,green_4,purple_4,s9,incorrect,green_4,c4,7,0,Correspondence,cn,0,4,red
red_1,blue_1,green_1,purple_1,s1,incorrect,blue_1,c1,8,0,Correspondence,cn,0,4,red
blue_2,green_2,red_2,purple_2,s12,incorrect,green_2,c2,9,0,Correspondence,cn,0,4,blue
purple_3,blue_3,green_3,red_3,s14,incorrect,green_3,c3,10,0,Correspondence,cn,0,4,purple
red_3,blue_3,green_3,purple_3,s8,incorrect,purple_3,c3,11,0,Correspondence,cn,0,4,red
red_2,blue_2,green_2,purple_2,s1,incorrect,green_2,c2,12,0,Correspondence,cn,0,4,red
blue_4,green_4,red_4,purple_4,s6,incorrect,green_4,c4,13,0,Correspondence,cn,0,4,blue
green_1,blue_1,red_1,purple_1,s15,incorrect,red_1,c1,14,0,Correspondence,cn,0,4,green
blue_3,green_3,red_3,purple_3,s11,incorrect,purple_3,c3,15,0,Correspondence,cn,0,4,blue
red_2,blue_2,green_2,purple_2,s5,incorrect,blue_2,c2,16,1,Correspondence,cn,0,4,red
red_4,blue_4,green_4,purple_4,s7,correct,red_4,c4,17,1,Correspondence,cn,1,4,red
blue_3,green_3,red_3,purple_3,s3,correct,blue_3,c3,18,1,Correspondence,cn,1,4,blue
blue_1,green_1,red_1,purple_1,s16,incorrect,red_1,c1,19,1,Correspondence,cn,0,4,blue
blue_2,green_2,red_2,purple_2,s11,correct,blue_2,c2,20,1,Correspondence,cn,1,4,blue
green_2,blue_2,red_2,purple_2,s15,incorrect,purple_2,c2,21,1,Correspondence,cn,0,4,green
purple_4,blue_4,green_4,red_4,s7,incorrect,red_4,c4,22,1,Correspondence,cn,0,4,purple
purple_3,blue_3,green_3,red_3,s10,correct,purple_3,c3,23,1,Correspondence,cn,1,4,purple
green_4,blue_4,red_4,purple_4,s5,incorrect,red_4,c4,24,1,Correspondence,cn,0,4,green
purple_2,blue_2,green_2,red_2,s16,incorrect,red_2,c2,25,1,Correspondence,cn,0,4,purple
blue_4,green_4,red_4,purple_4,s8,incorrect,green_4,c4,26,1,Correspondence,cn,0,4,blue
red_3,blue_3,green_3,purple_3,s1,incorrect,green_3,c3,27,1,Correspondence,cn,0,4,red
red_1,blue_1,green_1,purple_1,s1,incorrect,blue_1,c1,28,1,Correspondence,cn,0,4,red
purple_1,blue_1,green_1,red_1,s14,incorrect,blue_1,c1,29,1,Correspondence,cn,0,4,purple
green_1,blue_1,red_1,purple_1,s16,correct,green_1,c1,30,1,Correspondence,cn,1,4,green
green_3,blue_3,red_3,purple_3,s14,incorrect,red_3,c3,31,1,Correspondence,cn,0,4,green
blue_2,green_2,red_2,purple_2,s8,incorrect,purple_2,c2,32,2,Correspondence,cn,0,4,blue
green_3,blue_3,red_3,purple_3,s10,incorrect,red_3,c3,33,2,Correspondence,cn,0,4,green
red_2,blue_2,green_2,purple_2,s1,incorrect,purple_2,c2,34,2,Correspondence,cn,0,4,red
purple_2,blue_2,green_2,red_2,s9,incorrect,red_2,c2,35,2,Correspondence,cn,0,4,purple
blue_3,green_3,red_3,purple_3,s3,incorrect,green_3,c3,36,2,Correspondence,cn,0,4,blue
green_2,blue_2,red_2,purple_2,s6,incorrect,purple_2,c2,37,2,Correspondence,cn,0,4,green
purple_4,blue_4,green_4,red_4,s11,incorrect,green_4,c4,38,2,Correspondence,cn,0,4,purple
green_1,blue_1,red_1,purple_1,s2,correct,green_1,c1,39,2,Correspondence,cn,1,4,green
red_1,blue_1,green_1,purple_1,s7,incorrect,purple_1,c1,40,2,Correspondence,cn,0,4,red
green_4,blue_4,red_4,purple_4,s10,incorrect,purple_4,c4,41,2,Correspondence,cn,0,4,green
red_4,blue_4,green_4,purple_4,s7,correct,red_4,c4,42,2,Correspondence,cn,1,4,red
purple_3,blue_3,green_3,red_3,s5,correct,purple_3,c3,43,2,Correspondence,cn,1,4,purple
blue_4,green_4,red_4,purple_4,s11,correct,blue_4,c4,44,2,Correspondence,cn,1,4,blue
red_3,blue_3,green_3,purple_3,s5,incorrect,blue_3,c3,45,2,Correspondence,cn,0,4,red
purple_1,blue_1,green_1,red_1,s14,incorrect,red_1,c1,46,2,Correspondence,cn,0,4,purple
blue_1,green_1,red_1,purple_1,s15,incorrect,purple_1,c1,47,2,Correspondence,cn,0,4,blue
green_4,blue_4,red_4,purple_4,s8,incorrect,red_4,c4,48,3,Correspondence,cn,0,4,green
blue_3,green_3,red_3,purple_3,s7,incorrect,green_3,c3,49,3,Correspondence,cn,0,4,blue
blue_1,green_1,red_1,purple_1,s15,incorrect,red_1,c1,50,3,Correspondence,cn,0,4,blue
green_2,blue_2,red_2,purple_2,s2,incorrect,red_2,c2,51,3,Correspondence,cn,0,4,green
green_3,blue_3,red_3,purple_3,s6,correct,green_3,c3,52,3,Correspondence,cn,1,4,green
red_3,blue_3,green_3,purple_3,s4,correct,red_3,c3,53,3,Correspondence,cn,1,4,red
red_1,blue_1,green_1,purple_1,s1,incorrect,green_1,c1,54,3,Correspondence,cn,0,4,red
purple_1,blue_1,green_1,red_1,s16,incorrect,blue_1,c1,55,3,Correspondence,cn,0,4,purple
red_4,blue_4,green_4,purple_4,s5,incorrect,blue_4,c4,56,3,Correspondence,cn,0,4,red
blue_2,green_2,red_2,purple_2,s11,incorrect,red_2,c2,57,3,Correspondence,cn,0,4,blue
red_2,blue_2,green_2,purple_2,s1,incorrect,purple_2,c2,58,3,Correspondence,cn,0,4,red
blue_4,green_4,red_4,purple_4,s7,incorrect,red_4,c4,59,3,Correspondence,cn,0,4,blue
purple_3,blue_3,green_3,red_3,s9,incorrect,green_3,c3,60,3,Correspondence,cn,0,4,purple
green_1,blue_1,red_1,purple_1,s14,incorrect,blue_1,c1,61,3,Correspondence,cn,0,4,green
purple_2,blue_2,green_2,red_2,s7,incorrect,green_2,c2,62,3,Correspondence,cn,0,4,purple
purple_4,blue_4,green_4,red_4,s5,incorrect,red_4,c4,63,3,Correspondence,cn,0,4,purple
blue_1,red_1,green_1,purple_1,s2,correct,blue_1,c1,0,0,Recall,bk,1,4,blue
purple_1,blue_1,red_1,green_1,s13,correct,purple_1,c1,1,0,Recall,bk,1,4,purple
blue_2,purple_2,green_2,red_2,s2,correct,blue_2,c2,2,0,Recall,bk,1,4,blue
purple_4,blue_4,green_4,red_4,s16,correct,purple_4,c4,3,0,Recall,bk,1,4,purple
red_2,blue_2,purple_2,green_2,s1,correct,red_2,c2,4,0,Recall,bk,1,4,red
